"Series","Indicator Name","value","value_metadata","year","cty_or_agg","countrycode"
"SE.PRM.LERN.1","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey",4.4,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.1.F","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Female",5.8,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.1.M","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Male",3.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.1.R","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Rural",5.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.1.U","(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Urban",4,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.2","(De Facto) Percent of children proficient in literacy according to GEPD School Survey",21.8,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.2.F","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Female",25,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.2.M","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Male",23.3,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.2.R","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Rural",22.3,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.2.U","(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Urban",21.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.3","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey",2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.3.F","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Female",2.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.3.M","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Male",2.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.3.R","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Rural",2.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LERN.3.U","(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Urban",1.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LFCP","Policy Lever (Learners) - Caregiver Capacity – Financial Capacity",4.4,"On Target",2019,"cty","JOR"
"SE.PRM.LFCP.1","(De Jure) Are anti poverty interventions that focus on ECD publicly supported?",2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LFCP.2","(De Jure) Are cash transfers conditional on ECD services/enrollment publicly supported?",NA,"N/A",2019,"cty","JOR"
"SE.PRM.LFCP.3","(De Jure) Are cash transfers focused partially on ECD publicly supported?",NA,"N/A",2019,"cty","JOR"
"SE.PRM.LFCP.4","(De Facto) Coverage of social protection programs",85,"On Target",2019,"cty","JOR"
"SE.PRM.LFCP.DF","(De Facto) Policy Lever (Learners) - Caregiver Capacity – Financial Capacity",4.4,"On Target",2019,"cty","JOR"
"SE.PRM.LFCP.DJ","(De Jure) Policy Lever (Learners) - Caregiver Capacity – Financial Capacity",5,"On Target",2019,"cty","JOR"
"SE.PRM.LHTH","Policy Lever (Learners) - Health",3.6,"Caution",2019,"cty","JOR"
"SE.PRM.LHTH.1","(De Jure) Are young children required to receive a complete course of childhood immunizations?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LHTH.2","(De Facto) Percent of children who at age 24-35 months had received all vaccinations recommended in the national immunization schedule",98,"On Target",2019,"cty","JOR"
"SE.PRM.LHTH.3","(De Jure) Is there a policy that assures access to healthcare for young children? Either by offering these services free or by subsidizing them",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LHTH.4","(De Facto) Percent of  children under 5 covered by health insurance",NA,"N/A",2019,"cty","JOR"
"SE.PRM.LHTH.5","(De Jure) Are deworming pills funded and distributed by the government?",NA,"N/A",2019,"cty","JOR"
"SE.PRM.LHTH.6","(De Facto) Percent of children age 6-59 months who received deworming medication",NA,"N/A",2019,"cty","JOR"
"SE.PRM.LHTH.7","(De Jure) Is there a policy that guarantees pregnant women free antenatal visits and skilled delivery?",2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LHTH.8","(De Facto) Percent of women age 15-49 years with a live birth in the last 2 years whose most recent live birth was delivered in a health facility",98,"On Target",2019,"cty","JOR"
"SE.PRM.LHTH.DF","(De Facto) Policy Lever (Learners) - Health",3.6,"Caution",2019,"cty","JOR"
"SE.PRM.LHTH.DJ","(De Jure) Policy Lever (Learners) - Health",5,"On Target",2019,"cty","JOR"
"SE.PRM.LNTN","Policy Lever (Learners) - Nutrition Programs",3.5,"Caution",2019,"cty","JOR"
"SE.PRM.LNTN.1","(De Jure) Does a national policy to encourage salt iodization exist?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LNTN.2","(De Facto) Percent of households with salt testing positive for any iodide among households",88,"Caution",2019,"cty","JOR"
"SE.PRM.LNTN.3","(De Jure) Does a national policy exist to encourage iron fortification of staples like wheat, maize, or rice?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LNTN.4","(De Facto) Percent of children age 6–23 months who had at least the minimum dietary diversity and the minimum meal frequency during the previous day",36,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LNTN.5","(De Jure) Does a national policy exist to encourage breastfeeding?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LNTN.6","(De Facto) Percent of children born in the five (three) years preceding the survey who were ever breastfed",91,"On Target",2019,"cty","JOR"
"SE.PRM.LNTN.7","(De Jure) Is there a publicly funded school feeding program?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LNTN.8","(De Facto) Percent of schools reporting having publicly funded school feeding program",39.3,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LNTN.DF","(De Facto) Policy Lever (Learners) - Nutrition Programs",3.5,"Caution",2019,"cty","JOR"
"SE.PRM.LNTN.DJ","(De Jure) Policy Lever (Learners) - Nutrition Programs",5,"On Target",2019,"cty","JOR"
"SE.PRM.LSKC","Policy Lever (Learners) - Caregiver Capacity – Skills Capacity",4.7,"On Target",2019,"cty","JOR"
"SE.PRM.LSKC.1","(De Jure) Does the government offer programs that aim to share good parenting practices with caregivers?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LSKC.2","(De Jure) Are any of the following publicly-supported delivery channels used to reach families in order to promote early childhood stimulation? Home visits, Group sessions, Community health programs, Health center waiting rooms, School-based groups, Mass media/Information campaigns",2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.LSKC.3","(De Facto) Percent of children under age 5 who have three or more children’s books",NA,"N/A",2019,"cty","JOR"
"SE.PRM.LSKC.4","(De Facto) Percent of children age 24-59 months engaged in four or more activities to provide early stimulation and responsive care in the last 3 days with any adult in the household",92,"On Target",2019,"cty","JOR"
"SE.PRM.LSKC.DF","(De Facto) Policy Lever (Learners) - Caregiver Capacity – Skills Capacity",4.7,"On Target",2019,"cty","JOR"
"SE.PRM.LSKC.DJ","(De Jure) Policy Lever (Learners) - Caregiver Capacity – Skills Capacity",5,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN","Operational Management",4.7,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.1","(De Facto) Average score for the presence and quality of core operational management functions",4.7,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.1.F","(De Facto) Average score for the presence and quality of core operational management functions - Female",4.7,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.1.M","(De Facto) Average score for the presence and quality of core operational management functions - Male",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.1.R","(De Facto) Average score for the presence and quality of core operational management functions - Rural",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.1.U","(De Facto) Average score for the presence and quality of core operational management functions - Urban",4.7,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.2","(De Facto) Average score for infrastructure repair/maintenance",4.4,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.2.F","(De Facto) Average score for infrastructure repair/maintenance - Female",4.5,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.2.M","(De Facto) Average score for infrastructure repair/maintenance - Male",4.3,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.2.R","(De Facto) Average score for infrastructure repair/maintenance - Rural",4.2,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.2.U","(De Facto) Average score for infrastructure repair/maintenance - Urban",4.5,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.3","(De Facto) Average score for ensuring  availability of school inputs",5,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.3.F","(De Facto) Average score for ensuring  availability of school inputs - Female",4.9,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.3.M","(De Facto) Average score for ensuring  availability of school inputs - Male",5,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.3.R","(De Facto) Average score for ensuring  availability of school inputs - Rural",4.9,"On Target",2019,"cty","JOR"
"SE.PRM.OPMN.3.U","(De Facto) Average score for ensuring  availability of school inputs - Urban",5,"On Target",2019,"cty","JOR"
"SE.PRM.PEDG","Teacher Pedagogical Skills",68,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.1","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score)",68,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.1.F","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Female",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.1.M","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Male",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.1.R","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Rural",56.8,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.1.U","(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Urban",71.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.2","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score)",71.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.2.F","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Female",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.2.M","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Male",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.2.R","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Rural",72.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.2.U","(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Urban",71.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.3","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score)",73.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.3.F","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Female",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.3.M","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Male",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.3.R","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Rural",58.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.3.U","(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Urban",78.3,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.4","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score)",67.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.4.F","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Female",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.4.M","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Male",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PEDG.4.R","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Rural",55,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PEDG.4.U","(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Urban",0.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW","Principal School Knowledge",3.8,"Caution",2019,"cty","JOR"
"SE.PRM.PKNW.1","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school",3.8,"Caution",2019,"cty","JOR"
"SE.PRM.PKNW.1.F","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Female",3.9,"Caution",2019,"cty","JOR"
"SE.PRM.PKNW.1.M","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Male",3.3,"Caution",2019,"cty","JOR"
"SE.PRM.PKNW.1.R","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Rural",4,"On Target",2019,"cty","JOR"
"SE.PRM.PKNW.1.U","(De Facto) Average score for the extent to which principals are familiar with certain key aspects of the day-to-day workings of the school - Urban",3.7,"Caution",2019,"cty","JOR"
"SE.PRM.PKNW.2","(De Facto) Percent of principals familiar with teachers' content knowledge",71.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.2.F","(De Facto) Percent of principals familiar with teachers' content knowledge - Female",73.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.2.M","(De Facto) Percent of principals familiar with teachers' content knowledge - Male",59.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.2.R","(De Facto) Percent of principals familiar with teachers' content knowledge - Rural",74,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.2.U","(De Facto) Percent of principals familiar with teachers' content knowledge - Urban",70.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.3","(De Facto) Percent of principals familiar with teachers' experience",99.4,"On Target",2019,"cty","JOR"
"SE.PRM.PKNW.3.F","(De Facto) Percent of principals familiar with teachers' experience - Female",99.2,"On Target",2019,"cty","JOR"
"SE.PRM.PKNW.3.M","(De Facto) Percent of principals familiar with teachers' experience - Male",100,"On Target",2019,"cty","JOR"
"SE.PRM.PKNW.3.R","(De Facto) Percent of principals familiar with teachers' experience - Rural",99.1,"On Target",2019,"cty","JOR"
"SE.PRM.PKNW.3.U","(De Facto) Percent of principals familiar with teachers' experience - Urban",99.4,"On Target",2019,"cty","JOR"
"SE.PRM.PKNW.4","(De Facto) Percent of principals familiar with availability of classroom inputs",82.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.4.F","(De Facto) Percent of principals familiar with availability of classroom inputs - Female",82.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.4.M","(De Facto) Percent of principals familiar with availability of classroom inputs - Male",78.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PKNW.4.R","(De Facto) Percent of principals familiar with availability of classroom inputs - Rural",87.4,"Caution",2019,"cty","JOR"
"SE.PRM.PKNW.4.U","(De Facto) Percent of principals familiar with availability of classroom inputs - Urban",80.6,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.PMAN","Principal Management Skills",4,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.1","(De Facto) Average score for the extent to which principals master two key managerial skills - problem-solving in the short-term, and goal-setting in the long term",4,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.1.F","(De Facto) Average score for the extent to which principals master two key managerial skills - problem-solving in the short-term, and goal-setting in the long term - Female",4,"On Target",2019,"cty","JOR"
"SE.PRM.PMAN.1.M","(De Facto) Average score for the extent to which principals master two key managerial skills - problem-solving in the short-term, and goal-setting in the long term - Male",3.9,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.1.R","(De Facto) Average score for the extent to which principals master two key managerial skills - problem-solving in the short-term, and goal-setting in the long term - Rural",4.1,"On Target",2019,"cty","JOR"
"SE.PRM.PMAN.1.U","(De Facto) Average score for the extent to which principals master two key managerial skills - problem-solving in the short-term, and goal-setting in the long term - Urban",4,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.2","(De Facto) Average score for the extent to which principals master problem-solving in the short-term",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.PMAN.2.F","(De Facto) Average score for the extent to which principals master problem-solving in the short-term - Female",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.PMAN.2.M","(De Facto) Average score for the extent to which principals master problem-solving in the short-term - Male",4.5,"On Target",2019,"cty","JOR"
"SE.PRM.PMAN.2.R","(De Facto) Average score for the extent to which principals master problem-solving in the short-term - Rural",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.PMAN.2.U","(De Facto) Average score for the extent to which principals master problem-solving in the short-term - Urban",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.PMAN.3","(De Facto) Average score for the extent to which principals master goal-setting in the long term",3.4,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.3.F","(De Facto) Average score for the extent to which principals master goal-setting in the long term - Female",3.4,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.3.M","(De Facto) Average score for the extent to which principals master goal-setting in the long term - Male",3.4,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.3.R","(De Facto) Average score for the extent to which principals master goal-setting in the long term - Rural",3.5,"Caution",2019,"cty","JOR"
"SE.PRM.PMAN.3.U","(De Facto) Average score for the extent to which principals master goal-setting in the long term - Urban",3.4,"Caution",2019,"cty","JOR"
"SE.PRM.PROE","Proficiency by Grade 2/3",NA,"N/A",2019,"cty","JOR"
"SE.PRM.PROE.1","(De Facto) Percent of children proficient in literacy and numeracy by grade 2/3, as reported by UIS",NA,"N/A",2019,"cty","JOR"
"SE.PRM.SATT","Policy Lever (School Management) - Attraction",4.5,"On Target",2019,"cty","JOR"
"SE.PRM.SATT.1","(De Jure) Do the national policies governing the education system portray the position of principal or head teacher as professionalized and distinct figure within schools?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SATT.2","(De Facto) Average principal salary as percent of GDP per capita",2.4,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SATT.3","(De Facto) Percent of principals reporting being satisfied or very satisfied with their social status in the community",4.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SATT.DF","(De Facto) Policy Lever (School Management) - Attraction",4.5,"On Target",2019,"cty","JOR"
"SE.PRM.SATT.DJ","(De Jure) Policy Lever (School Management) - Attraction",5,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN","Policy Lever (School Management) - Clarity of Functions",5,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.1","(De Facto) Do you know if the policies governing schools assign responsibility for the implementation of the maintenance and expansion of school infrastructure?",97.4,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.10","(De Jure) Do the policies governing schools assign the responsibility of student learning assessments?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SCFN.11","(De Facto) Do you know if the policies governing schools assign responsibility for the implementation of principal hiring and assignment?",98.6,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.12","(De Jure) Do the policies governing schools assign the responsibility of principal hiring and assignment?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SCFN.13","(De Facto) Do you know if the policies governing schools assign responsibility for the implementation of principal supervision and training?",99.8,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.14","(De Jure) Do the policies governing schools assign the responsibility of principal supervision and training?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SCFN.2","(De Jure) Do the policies governing schools assign the responsibility of maintenance and expansion of school infrastructure?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SCFN.3","(De Facto) Do you know if the policies governing schools assign responsibility for the implementation of the procurement of materials?",98.1,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.4","(De Jure) Do the policies governing schools assign the responsibility of procurement of materials?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SCFN.5","(De Facto) Do you know if the policies governing schools assign responsibility for the implementation of teacher hiring and assignment?",99.1,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.6","(De Jure) Do the policies governing schools assign the responsibility of teacher hiring and assignment?",0,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SCFN.7","(De Facto) Do you know if the policies governing schools assign responsibility for the implementation of teacher supervision, training, and coaching?",99.9,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.8","(De Jure) Do the policies governing schools assign the responsibility of teacher supervision, training, and coaching?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SCFN.9","(De Facto) Do you know if the policies governing schools assign responsibility for the implementation of student learning assessments?",99.8,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.DF","(De Facto) Policy Lever (School Management) - Clarity of Functions",5,"On Target",2019,"cty","JOR"
"SE.PRM.SCFN.DJ","(De Jure) Policy Lever (School Management) - Clarity of Functions",4.5,"On Target",2019,"cty","JOR"
"SE.PRM.SEVL","Policy Lever (School Management) - Evaluation",3.6,"Caution",2019,"cty","JOR"
"SE.PRM.SEVL.1","(De Jure) Is there a policy that specifies the need to monitor principal or head teacher performance?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SEVL.2","(De Jure) Is the criteria to evaluate principals clear and includes multiple factors?",3,"Caution",2019,"cty","JOR"
"SE.PRM.SEVL.3","(De Facto) Percent of principals that report having been evaluated  during the last school year",57.4,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SEVL.4","(De Facto) Percent of principals that report having been evaluated on multiple factors",89.2,"Caution",2019,"cty","JOR"
"SE.PRM.SEVL.5","(De Facto) Percent of principals that report there would be consequences after two negative evaluations",51.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SEVL.6","(De Facto) Percent of principals that report there would be consequences after two positive evaluations",47.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SEVL.DF","(De Facto) Policy Lever (School Management) - Evaluation",3.6,"Caution",2019,"cty","JOR"
"SE.PRM.SEVL.DJ","(De Jure) Policy Lever (School Management) - Evaluation",5,"On Target",2019,"cty","JOR"
"SE.PRM.SSLD","Policy Lever (School Management) - Selection & Deployment",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.SSLD.1","(De Jure) Is there a systematic approach/rubric for the selection of principals?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.10","(De Facto) Percent of principals that report that the most important factor considered when selecting a principal is years of experience",28.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.11","(De Facto) Percent of principals that report that the most important factor considered when selecting a principal is quality of teaching",3.7,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.12","(De Facto) Percent of principals that report that the most important factor considered when selecting a principal is demonstrated management qualities",62.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.13","(De Facto) Percent of principals that report that the most important factor considered when selecting a principal is having a good relationship with the owner of the school",0.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.14","(De Facto) Percent of principals that report that the most important factor considered when selecting a principal is political affiliations",0,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.15","(De Facto) Percent of principals that report that the most important factor considered when selecting a principal is ethnic group",0,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.16","(De Facto) Percent of principals that report that the most important factor considered when selecting a principal is knowledge of the local community",1.8,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.2","(De Jure) How are the principals selected? Based on the requirements, is the selection system meritocratic?",3,"Caution",2019,"cty","JOR"
"SE.PRM.SSLD.3","(De Facto) Percent of principals that report that the factors considered when selecting a principal include years of experience",89,"Caution",2019,"cty","JOR"
"SE.PRM.SSLD.4","(De Facto)  Percent of principals that report that the factors considered when selecting a principal include quality of teaching",57.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.5","(De Facto) Percent of principals that report that the factors considered when selecting a principal include demonstrated management qualities",92.7,"On Target",2019,"cty","JOR"
"SE.PRM.SSLD.6","(De Facto) Percent of principals that report that the factors considered when selecting a principal include good relationship with the owner of the school",23.1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.7","(De Facto) Percent of principals that report that the factors considered when selecting a principal include political affiliations",9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.8","(De Facto) Percent of principals that report that the factors considered when selecting a principal include ethnic group",6.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.9","(De Facto) Percent of principals that report that the factors considered when selecting a principal include knowledge of the local community",35,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSLD.DF","(De Facto) Policy Lever (School Management) - Selection & Deployment",4.6,"On Target",2019,"cty","JOR"
"SE.PRM.SSLD.DJ","(De Jure) Policy Lever (School Management) - Selection & Deployment",5,"On Target",2019,"cty","JOR"
"SE.PRM.SSUP","Policy Lever (School Management) - Support",3.5,"Caution",2019,"cty","JOR"
"SE.PRM.SSUP.1","(De Jure) Are principals required to have training on how to manage a school?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.10","(De Facto) Percent of principals that report having used the skills they gained at the last training they attended",94.2,"On Target",2019,"cty","JOR"
"SE.PRM.SSUP.11","(De Facto) Average number of trainings that principals report having been offered to them in the past year",2.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.2","(De Jure) Are principals required to have management training for new principals?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.3","(De Jure) Are principals required to have in-service training?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.4","(De Jure) Are principals required to have mentoring/coaching by experienced principals?",1,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.5","(De Jure) How many times per year do principals have trainings?",2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.6","(De Facto) Percent of principals that report ever having received formal training",77.3,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.7","(De Facto) Percent of principals that report having received management training for new principals",57.5,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.8","(De Facto) Percent of principals that report having received in-service training",56.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.9","(De Facto) Percent of principals that report having received mentoring/coaching by experienced principals",26.9,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.SSUP.DF","(De Facto) Policy Lever (School Management) - Support",3.5,"Caution",2019,"cty","JOR"
"SE.PRM.SSUP.DJ","(De Jure) Policy Lever (School Management) - Support",4.5,"On Target",2019,"cty","JOR"
"SE.PRM.TATT","Policy Lever (Teaching) - Attraction",3.7,"Caution",2019,"cty","JOR"
"SE.PRM.TATT.1","(De Jure) Average starting public-school teacher salary as percent of GDP per capita",164.9,"On Target",2019,"cty","JOR"
"SE.PRM.TATT.2","(De Facto) Percent of teachers reporting being satisfied or very satisfied with their social status in the community",90.7,"On Target",2019,"cty","JOR"
"SE.PRM.TATT.3","(De Facto) Percent of teachers reporting being satisfied or very satisfied with their job as teacher",89.4,"Caution",2019,"cty","JOR"
"SE.PRM.TATT.4","(De Facto) Percent of teachers reporting having received financial bonuses in addition to their salaries",17.2,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TATT.5","(De Facto) Percent of teachers reporting that there are incentives (financial or otherwise) for teachers to teach certain subjects/grades and/or in certain areas",0,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TATT.6","(De Facto) Percent of teachers that performance matters for promotions",40,"Needs Improvement",2019,"cty","JOR"
"SE.PRM.TATT.7","(De Jure) Is there a well-established career path for teachers?",NA,"N/A",2019,"cty","JOR"
